Country Name,Country Code,GDP Type,Year,GDP Value
"Jamaica","JAM","GDP at market prices (current US$)",2003,9399452787.8474026
"Jordan","JOR","GDP at market prices (current US$)",2003,10193023676.441153
"Japan","JPN","GDP at market prices (current US$)",2003,4302939184963.7939
"Kazakhstan","KAZ","GDP at market prices (current US$)",2003,30833692831.395512
"Kenya","KEN","GDP at market prices (current US$)",2003,14904517649.847567
"Kyrgyz Republic","KGZ","GDP at market prices (current US$)",2003,1919012780.9708598
"Cambodia","KHM","GDP at market prices (current US$)",2003,4658246906.6599646
"Kiribati","KIR","GDP at market prices (current US$)",2003,90148518.062131137
"St. Kitts and Nevis","KNA","GDP at market prices (current US$)",2003,463418878.13739675
"Korea, Rep.","KOR","GDP at market prices (current US$)",2003,680520807982.47754
"Kosovo","KSV","GDP at market prices (current US$)",2003,3355083116.5893927
"Kuwait","KWT","GDP at market prices (current US$)",2003,47875838926.1745
"Latin America & Caribbean (developing only)","LAC","GDP at market prices (current US$)",2003,1628075387053.1418
"Lao PDR","LAO","GDP at market prices (current US$)",2003,2023324407.3031571
"Lebanon","LBN","GDP at market prices (current US$)",2003,20082918739.635155
"Liberia","LBR","GDP at market prices (current US$)",2003,416000000
"Libya","LBY","GDP at market prices (current US$)",2003,26265625000
"St. Lucia","LCA","GDP at market prices (current US$)",2003,810093360.74074066
"Latin America & Caribbean (all income levels)","LCN","GDP at market prices (current US$)",2003,2037300320655.3257
"Least developed countries: UN classification","LDC","GDP at market prices (current US$)",2003,239496594464.80176
"Low income","LIC","GDP at market prices (current US$)",2003,116489738866.65654
"Liechtenstein","LIE","GDP at market prices (current US$)",2003,3070803439.0770769
"Sri Lanka","LKA","GDP at market prices (current US$)",2003,18881765437.215084
"Lower middle income","LMC","GDP at market prices (current US$)",2003,1623512252902.2317
"Low & middle income","LMY","GDP at market prices (current US$)",2003,6265172577353.5615
"Lesotho","LSO","GDP at market prices (current US$)",2003,969167237.29956245
"Lithuania","LTU","GDP at market prices (current US$)",2003,18802576988.15567
"Luxembourg","LUX","GDP at market prices (current US$)",2003,29206884875.8465
"Latvia","LVA","GDP at market prices (current US$)",2003,11734856721.190504
"Macao SAR, China","MAC","GDP at market prices (current US$)",2003,7926414252.2315855
"Morocco","MAR","GDP at market prices (current US$)",2003,49822547627.005341
"Monaco","MCO","GDP at market prices (current US$)",2003,3588988600.7029438
"Moldova","MDA","GDP at market prices (current US$)",2003,1980901553.5122573
"Madagascar","MDG","GDP at market prices (current US$)",2003,5474030080.2445116
"Maldives","MDV","GDP at market prices (current US$)",2003,1043403340.521875
"Middle East & North Africa (all income levels)","MEA","GDP at market prices (current US$)",2003,1082750053477.8905
"Mexico","MEX","GDP at market prices (current US$)",2003,713284260879.76465
"Marshall Islands","MHL","GDP at market prices (current US$)",2003,126887585.4517
"Middle income","MIC","GDP at market prices (current US$)",2003,6149679510222.2949
"Macedonia, FYR","MKD","GDP at market prices (current US$)",2003,4946292774.7904634
"Mali","MLI","GDP at market prices (current US$)",2003,4221530566.2651587
"Malta","MLT","GDP at market prices (current US$)",2003,5119621569.3204927
"Middle East & North Africa (developing only)","MNA","GDP at market prices (current US$)",2003,508325141355.22412
"Montenegro","MNE","GDP at market prices (current US$)",2003,1707662612.6839924
"Mongolia","MNG","GDP at market prices (current US$)",2003,1595297301.4353511
"Mozambique","MOZ","GDP at market prices (current US$)",2003,5597367853.4035816
"Mauritania","MRT","GDP at market prices (current US$)",2003,1563074859.3555717
"Mauritius","MUS","GDP at market prices (current US$)",2003,5609836353.5637093
"Malawi","MWI","GDP at market prices (current US$)",2003,2424656666.0653958
"Malaysia","MYS","GDP at market prices (current US$)",2003,110202368421.05264
"North America","NAC","GDP at market prices (current US$)",2003,12402608291469.205
"Namibia","NAM","GDP at market prices (current US$)",2003,4931312147.2100668
"Niger","NER","GDP at market prices (current US$)",2003,2731416346.4815831
"Nigeria","NGA","GDP at market prices (current US$)",2003,67655840108.154663
"Nicaragua","NIC","GDP at market prices (current US$)",2003,5322454925.8474579
"Netherlands","NLD","GDP at market prices (current US$)",2003,571863431151.24158
"High income: nonOECD","NOC","GDP at market prices (current US$)",2003,1922693232879.6357
"Norway","NOR","GDP at market prices (current US$)",2003,228752436371.85391
"Nepal","NPL","GDP at market prices (current US$)",2003,6330476434.5493689
"New Zealand","NZL","GDP at market prices (current US$)",2003,88361029620.129471
"High income: OECD","OEC","GDP at market prices (current US$)",2003,30427851573763.668
"OECD members","OED","GDP at market prices (current US$)",2003,31444141137728.246
"Oman","OMN","GDP at market prices (current US$)",2003,21633810143.042912
"Other small states","OSS","GDP at market prices (current US$)",2003,37203120777.58567
"Pakistan","PAK","GDP at market prices (current US$)",2003,83244801092.709579
"Panama","PAN","GDP at market prices (current US$)",2003,12933200000
"Peru","PER","GDP at market prices (current US$)",2003,59030590739.250404
"Philippines","PHL","GDP at market prices (current US$)",2003,83908206456.064484
"Palau","PLW","GDP at market prices (current US$)",2003,160537683.463331
"Papua New Guinea","PNG","GDP at market prices (current US$)",2003,3536459111.243804
"Poland","POL","GDP at market prices (current US$)",2003,217513049291.60992
"Puerto Rico","PRI","GDP at market prices (current US$)",2003,75833996000
"Portugal","PRT","GDP at market prices (current US$)",2003,164964195259.59369
"Paraguay","PRY","GDP at market prices (current US$)",2003,6588103836.3473911
"Pacific island small states","PSS","GDP at market prices (current US$)",2003,4150868093.3833957
"Qatar","QAT","GDP at market prices (current US$)",2003,23533791208.791206
"Romania","ROU","GDP at market prices (current US$)",2003,59867801204.819283
"Russian Federation","RUS","GDP at market prices (current US$)",2003,430347770731.78687
"Rwanda","RWA","GDP at market prices (current US$)",2003,1845979351.3520474
"South Asia","SAS","GDP at market prices (current US$)",2003,793221517959.69153
"Saudi Arabia","SAU","GDP at market prices (current US$)",2003,214572800000
"Sudan","SDN","GDP at market prices (current US$)",2003,17646503525.174343
"Senegal","SEN","GDP at market prices (current US$)",2003,6858952880.100028
"Singapore","SGP","GDP at market prices (current US$)",2003,97001377568.591415
"Solomon Islands","SLB","GDP at market prices (current US$)",2003,332736306.47711688
"Sierra Leone","SLE","GDP at market prices (current US$)",2003,1371442565.6970055
"El Salvador","SLV","GDP at market prices (current US$)",2003,15046700000
"San Marino","SMR","GDP at market prices (current US$)",2003,1122981525.3550227
"Serbia","SRB","GDP at market prices (current US$)",2003,21188704081.242817
"Sub-Saharan Africa (developing only)","SSA","GDP at market prices (current US$)",2003,461956371882.18835
"Sub-Saharan Africa (all income levels)","SSF","GDP at market prices (current US$)",2003,465146666702.22827
"Small states","SST","GDP at market prices (current US$)",2003,78823118428.50386
"Sao Tome and Principe","STP","GDP at market prices (current US$)",2003,96343906.431537122
"Suriname","SUR","GDP at market prices (current US$)",2003,1271196078.4313726
"Slovak Republic","SVK","GDP at market prices (current US$)",2003,46731767494.356659
"Slovenia","SVN","GDP at market prices (current US$)",2003,29697443017.470787
"Sweden","SWE","GDP at market prices (current US$)",2003,331108912605.27063
"Swaziland","SWZ","GDP at market prices (current US$)",2003,1854032545.9040017
"Seychelles","SYC","GDP at market prices (current US$)",2003,705704816.042365
"Syrian Arab Republic","SYR","GDP at market prices (current US$)",2003,21828144686.039421
"Chad","TCD","GDP at market prices (current US$)",2003,2736666515.8293967
"Togo","TGO","GDP at market prices (current US$)",2003,1673690429.6160893
"Thailand","THA","GDP at market prices (current US$)",2003,152280653543.72467
"Tajikistan","TJK","GDP at market prices (current US$)",2003,1554125542.5622265
"Turkmenistan","TKM","GDP at market prices (current US$)",2003,5977440582.8017139
"Timor-Leste","TLS","GDP at market prices (current US$)",2003,453000000
"Tonga","TON","GDP at market prices (current US$)",2003,208098552.75443512
"Trinidad and Tobago","TTO","GDP at market prices (current US$)",2003,11305459802.068275
"Tunisia","TUN","GDP at market prices (current US$)",2003,27453084982.537834
"Turkey","TUR","GDP at market prices (current US$)",2003,303005303084.81573
"Tuvalu","TUV","GDP at market prices (current US$)",2003,18230911.037525289
"Tanzania","TZA","GDP at market prices (current US$)",2003,11659129888.802111
"Uganda","UGA","GDP at market prices (current US$)",2003,6336696288.9821358
"Ukraine","UKR","GDP at market prices (current US$)",2003,50132953288.202972
"Upper middle income","UMC","GDP at market prices (current US$)",2003,4526091522977.85
"Uruguay","URY","GDP at market prices (current US$)",2003,12045631092.535282
"United States","USA","GDP at market prices (current US$)",2003,11510670000000
"Uzbekistan","UZB","GDP at market prices (current US$)",2003,10128112401.424835
"St. Vincent and the Grenadines","VCT","GDP at market prices (current US$)",2003,481806313.7037037
"Venezuela, RB","VEN","GDP at market prices (current US$)",2003,83622191418.977432
"Vietnam","VNM","GDP at market prices (current US$)",2003,42717072777.592934
"Vanuatu","VUT","GDP at market prices (current US$)",2003,314463144.04219031
"West Bank and Gaza","PSE","GDP at market prices (current US$)",2003,3959279120.8791208
"World","WLD","GDP at market prices (current US$)",2003,38620725770619.461
"Samoa","WSM","GDP at market prices (current US$)",2003,338838639.37843472
"Yemen, Rep.","YEM","GDP at market prices (current US$)",2003,11777768086.869303
"South Africa","ZAF","GDP at market prices (current US$)",2003,175256866088.54285
"Congo, Dem. Rep.","COD","GDP at market prices (current US$)",2003,8937567059.9515438
"Zambia","ZMB","GDP at market prices (current US$)",2003,4901839731.2657137
"Zimbabwe","ZWE","GDP at market prices (current US$)",2003,5727591800
"Aruba","ABW","GDP at market prices (current US$)",2008,2791960893.8547487
"Andorra","AND","GDP at market prices (current US$)",2008,4001349339.5705252
"Afghanistan","AFG","GDP at market prices (current US$)",2008,10190529882.487797
"Angola","AGO","GDP at market prices (current US$)",2008,88538611205.143311
"Albania","ALB","GDP at market prices (current US$)",2008,12881352687.777521
"Arab World","ARB","GDP at market prices (current US$)",2008,2077554406531.0706
"United Arab Emirates","ARE","GDP at market prices (current US$)",2008,315474615738.59772
"Argentina","ARG","GDP at market prices (current US$)",2008,403781994527.78564
"Armenia","ARM","GDP at market prices (current US$)",2008,11662040713.875309
"Antigua and Barbuda","ATG","GDP at market prices (current US$)",2008,1347349851.8518517
"Australia","AUS","GDP at market prices (current US$)",2008,1054557743957.0277
"Austria","AUT","GDP at market prices (current US$)",2008,427611527757.43372
"Azerbaijan","AZE","GDP at market prices (current US$)",2008,48852482960.077896
"Burundi","BDI","GDP at market prices (current US$)",2008,1611634331.6486895
"Belgium","BEL","GDP at market prices (current US$)",2008,518626043650.2124
"Benin","BEN","GDP at market prices (current US$)",2008,7132787396.6654711
"Burkina Faso","BFA","GDP at market prices (current US$)",2008,8369637065.4025469
"Bangladesh","BGD","GDP at market prices (current US$)",2008,91631278239.323715
"Bulgaria","BGR","GDP at market prices (current US$)",2008,54666642734.275673
"Bahrain","BHR","GDP at market prices (current US$)",2008,25710877659.574467
"Bahamas, The","BHS","GDP at market prices (current US$)",2008,8246649999.999999
"Bosnia and Herzegovina","BIH","GDP at market prices (current US$)",2008,19101455212.702217
"Belarus","BLR","GDP at market prices (current US$)",2008,60752177438.889542
"Belize","BLZ","GDP at market prices (current US$)",2008,1368625150
"Bermuda","BMU","GDP at market prices (current US$)",2008,6109928000
"Bolivia","BOL","GDP at market prices (current US$)",2008,16674324634.237322
"Brazil","BRA","GDP at market prices (current US$)",2008,1695824517395.572
"Barbados","BRB","GDP at market prices (current US$)",2008,4595000000
"Brunei Darussalam","BRN","GDP at market prices (current US$)",2008,14393099068.585943
"Bhutan","BTN","GDP at market prices (current US$)",2008,1258332337.283819
"Botswana","BWA","GDP at market prices (current US$)",2008,10945070441.928253
"Central African Republic","CAF","GDP at market prices (current US$)",2008,1985370057.9247274
"Canada","CAN","GDP at market prices (current US$)",2008,1542618556701.031
"Central Europe and the Baltics","CEB","GDP at market prices (current US$)",2008,1519067979272.0972
"Switzerland","CHE","GDP at market prices (current US$)",2008,551546962699.65845
"Chile","CHL","GDP at market prices (current US$)",2008,179626674542.47437
"China","CHN","GDP at market prices (current US$)",2008,4558431073438.1973
"Cote d'Ivoire","CIV","GDP at market prices (current US$)",2008,24224903099.628342
"Cameroon","CMR","GDP at market prices (current US$)",2008,23322254113.5623
"Congo, Rep.","COG","GDP at market prices (current US$)",2008,11859014004.077219
"Colombia","COL","GDP at market prices (current US$)",2008,243982437870.84012
"Comoros","COM","GDP at market prices (current US$)",2008,517477678.55148995
"Cabo Verde","CPV","GDP at market prices (current US$)",2008,1789333748.6799023
"Costa Rica","CRI","GDP at market prices (current US$)",2008,29837895769.059067
"Caribbean small states","CSS","GDP at market prices (current US$)",2008,66470631616.630592
"Cuba","CUB","GDP at market prices (current US$)",2008,60806300000
"Cyprus","CYP","GDP at market prices (current US$)",2008,27493064742.357307
"Czech Republic","CZE","GDP at market prices (current US$)",2008,235204812643.14627
"Germany","DEU","GDP at market prices (current US$)",2008,3752365607148.0884
"Djibouti","DJI","GDP at market prices (current US$)",2008,999105339.26772857
"Dominica","DMA","GDP at market prices (current US$)",2008,458148148.14814812
"Denmark","DNK","GDP at market prices (current US$)",2008,352591553716.09033
"Dominican Republic","DOM","GDP at market prices (current US$)",2008,48152993002.98893
"Algeria","DZA","GDP at market prices (current US$)",2008,171000692134.74792
"East Asia & Pacific (developing only)","EAP","GDP at market prices (current US$)",2008,5952085731655.6631
"East Asia & Pacific (all income levels)","EAS","GDP at market prices (current US$)",2008,13859361240762.813
"Europe & Central Asia (developing only)","ECA","GDP at market prices (current US$)",2008,1605602208415.8945
"Europe & Central Asia (all income levels)","ECS","GDP at market prices (current US$)",2008,23096069362153.695
"Ecuador","ECU","GDP at market prices (current US$)",2008,61762635000.000008
"Egypt, Arab Rep.","EGY","GDP at market prices (current US$)",2008,162818181818.18182
"Euro area","EMU","GDP at market prices (current US$)",2008,14114532203260.34
"Eritrea","ERI","GDP at market prices (current US$)",2008,1380188800
"Spain","ESP","GDP at market prices (current US$)",2008,1634989014208.2908
"Estonia","EST","GDP at market prices (current US$)",2008,24194038377.032372
"Ethiopia","ETH","GDP at market prices (current US$)",2008,27066912635.222847
"European Union","EUU","GDP at market prices (current US$)",2008,19030280725296.902
"Fragile and conflict affected situations","FCS","GDP at market prices (current US$)",2008,557221402606.07959
"Finland","FIN","GDP at market prices (current US$)",2008,283742493042.33191
"Fiji","FJI","GDP at market prices (current US$)",2008,3523185919.5582609
"France","FRA","GDP at market prices (current US$)",2008,2923465651091.2554
"Faroe Islands","FRO","GDP at market prices (current US$)",2008,2413237402.1480341
"Micronesia, Fed. Sts.","FSM","GDP at market prices (current US$)",2008,261339600.00000003
"Gabon","GAB","GDP at market prices (current US$)",2008,15508574820.351612
"United Kingdom","GBR","GDP at market prices (current US$)",2008,2793376838235.2939
"Georgia","GEO","GDP at market prices (current US$)",2008,12795044472.7663
"Ghana","GHA","GDP at market prices (current US$)",2008,28526891010.492489
"Guinea","GIN","GDP at market prices (current US$)",2008,4515824647.4393873
"Gambia, The","GMB","GDP at market prices (current US$)",2008,965769128.17000413
"Guinea-Bissau","GNB","GDP at market prices (current US$)",2008,864107768.26658654
"Equatorial Guinea","GNQ","GDP at market prices (current US$)",2008,16021701871.773291
"Greece","GRC","GDP at market prices (current US$)",2008,354460802548.70367
"Grenada","GRD","GDP at market prices (current US$)",2008,825925925.92592585
"Greenland","GRL","GDP at market prices (current US$)",2008,2301745558.0533862
"Guatemala","GTM","GDP at market prices (current US$)",2008,39136436507.936516
"Guyana","GUY","GDP at market prices (current US$)",2008,1922603032.01883
"High income","HIC","GDP at market prices (current US$)",2008,48186773873494.8
"Hong Kong SAR, China","HKG","GDP at market prices (current US$)",2008,219279678430.16385
"Honduras","HND","GDP at market prices (current US$)",2008,13789715132.50201
"Heavily indebted poor countries (HIPC)","HPC","GDP at market prices (current US$)",2008,415655203622.77649
"Croatia","HRV","GDP at market prices (current US$)",2008,70481451814.3118
"Haiti","HTI","GDP at market prices (current US$)",2008,6548530572.3529139
"Hungary","HUN","GDP at market prices (current US$)",2008,157094861350.05255
"Indonesia","IDN","GDP at market prices (current US$)",2008,510228634992.25824
"India","IND","GDP at market prices (current US$)",2008,1224097069460.4597
"Ireland","IRL","GDP at market prices (current US$)",2008,274713996338.06943
"Iran, Islamic Rep.","IRN","GDP at market prices (current US$)",2008,397189565318.894
"Iraq","IRQ","GDP at market prices (current US$)",2008,131613661510.47458
"Iceland","ISL","GDP at market prices (current US$)",2008,17530651669.909115
"Israel","ISR","GDP at market prices (current US$)",2008,216760312151.61649
"Italy","ITA","GDP at market prices (current US$)",2008,2391875541233.3384
"Jamaica","JAM","GDP at market prices (current US$)",2008,13678551837.63028
"Jordan","JOR","GDP at market prices (current US$)",2008,21971835282.513737
"Japan","JPN","GDP at market prices (current US$)",2008,4849184641953.57
"Kazakhstan","KAZ","GDP at market prices (current US$)",2008,133441612246.79797
"Kenya","KEN","GDP at market prices (current US$)",2008,35895153327.849686
"Kyrgyz Republic","KGZ","GDP at market prices (current US$)",2008,5139957784.91084
"Cambodia","KHM","GDP at market prices (current US$)",2008,10351914093.17234
"Kiribati","KIR","GDP at market prices (current US$)",2008,135044455.6282503
"St. Kitts and Nevis","KNA","GDP at market prices (current US$)",2008,734660315.08148146
"Korea, Rep.","KOR","GDP at market prices (current US$)",2008,1002219052967.5377
"Kosovo","KSV","GDP at market prices (current US$)",2008,5687488208.5835648
"Kuwait","KWT","GDP at market prices (current US$)",2008,147395833333.33334
"Latin America & Caribbean (developing only)","LAC","GDP at market prices (current US$)",2008,3536350653929.334
"Lao PDR","LAO","GDP at market prices (current US$)",2008,5443915120.5079479
"Lebanon","LBN","GDP at market prices (current US$)",2008,28829850746.268654
"Liberia","LBR","GDP at market prices (current US$)",2008,850040499.99999988
"Libya","LBY","GDP at market prices (current US$)",2008,87140405361.229156
"St. Lucia","LCA","GDP at market prices (current US$)",2008,1194493390.7407405
"Latin America & Caribbean (all income levels)","LCN","GDP at market prices (current US$)",2008,4621168880662.6309
"Least developed countries: UN classification","LDC","GDP at market prices (current US$)",2008,573932259021.75891
"Low income","LIC","GDP at market prices (current US$)",2008,246855813461.11441
"Liechtenstein","LIE","GDP at market prices (current US$)",2008,5081479840.0871572
"Sri Lanka","LKA","GDP at market prices (current US$)",2008,40713812309.73159
"Lower middle income","LMC","GDP at market prices (current US$)",2008,3471984934251.5361
"Low & middle income","LMY","GDP at market prices (current US$)",2008,14900347181841.895
"Lesotho","LSO","GDP at market prices (current US$)",2008,1630672202.5855806
"Lithuania","LTU","GDP at market prices (current US$)",2008,47850551148.836525
"Luxembourg","LUX","GDP at market prices (current US$)",2008,55144865973.341148
"Latvia","LVA","GDP at market prices (current US$)",2008,35542093261.219116
"Macao SAR, China","MAC","GDP at market prices (current US$)",2008,20731048490.6672
"Morocco","MAR","GDP at market prices (current US$)",2008,92507257783.569672
"Monaco","MCO","GDP at market prices (current US$)",2008,6919241412.0936451
"Moldova","MDA","GDP at market prices (current US$)",2008,6054806100.8468046
"Madagascar","MDG","GDP at market prices (current US$)",2008,9413002920.9700851
"Maldives","MDV","GDP at market prices (current US$)",2008,2117773600.7949769
"Middle East & North Africa (all income levels)","MEA","GDP at market prices (current US$)",2008,2636340485392.6655
"Mexico","MEX","GDP at market prices (current US$)",2008,1101275294482.3311
"Marshall Islands","MHL","GDP at market prices (current US$)",2008,152793449.108916
"Middle income","MIC","GDP at market prices (current US$)",2008,14652675865768.664
"Macedonia, FYR","MKD","GDP at market prices (current US$)",2008,9909548410.82744
"Mali","MLI","GDP at market prices (current US$)",2008,8737660549.10929
"Malta","MLT","GDP at market prices (current US$)",2008,8554293727.0867443
"Middle East & North Africa (developing only)","MNA","GDP at market prices (current US$)",2008,1225966830138.0864
"Montenegro","MNE","GDP at market prices (current US$)",2008,4519731946.682291
"Mongolia","MNG","GDP at market prices (current US$)",2008,5623216609.6346273
"Mozambique","MOZ","GDP at market prices (current US$)",2008,11494837053.40609
"Mauritania","MRT","GDP at market prices (current US$)",2008,4031047704.3986378
"Mauritius","MUS","GDP at market prices (current US$)",2008,9641089804.86982
"Malawi","MWI","GDP at market prices (current US$)",2008,4276769472.8325038
"Malaysia","MYS","GDP at market prices (current US$)",2008,230813597937.52625
"North America","NAC","GDP at market prices (current US$)",2008,16267310484701.031
"Namibia","NAM","GDP at market prices (current US$)",2008,8486721916.912797
"Niger","NER","GDP at market prices (current US$)",2008,5403363917.3095989
"Nigeria","NGA","GDP at market prices (current US$)",2008,208064753766.4704
"Nicaragua","NIC","GDP at market prices (current US$)",2008,8491388728.0029316
"Netherlands","NLD","GDP at market prices (current US$)",2008,936228211513.10974
"High income: nonOECD","NOC","GDP at market prices (current US$)",2008,4900729262026.9414
"Norway","NOR","GDP at market prices (current US$)",2008,461946808510.63831
"Nepal","NPL","GDP at market prices (current US$)",2008,12545438605.395878
"New Zealand","NZL","GDP at market prices (current US$)",2008,131935035003.86588
"High income: OECD","OEC","GDP at market prices (current US$)",2008,43304019480825.383
"OECD members","OED","GDP at market prices (current US$)",2008,45135632271043.406
"Oman","OMN","GDP at market prices (current US$)",2008,60905331599.479836
"Other small states","OSS","GDP at market prices (current US$)",2008,80136053505.91954
"Pakistan","PAK","GDP at market prices (current US$)",2008,170077814106.3049
"Panama","PAN","GDP at market prices (current US$)",2008,24884000000
"Peru","PER","GDP at market prices (current US$)",2008,121572308725.52036
"Philippines","PHL","GDP at market prices (current US$)",2008,174195135053.12106
"Palau","PLW","GDP at market prices (current US$)",2008,198980088.704
"Papua New Guinea","PNG","GDP at market prices (current US$)",2008,8000074071.3306932
"Poland","POL","GDP at market prices (current US$)",2008,530185123692.51196
"Puerto Rico","PRI","GDP at market prices (current US$)",2008,93639316000
"Portugal","PRT","GDP at market prices (current US$)",2008,262007590449.68509
"Paraguay","PRY","GDP at market prices (current US$)",2008,18504130752.992191
"Pacific island small states","PSS","GDP at market prices (current US$)",2008,6477187168.523819
"Qatar","QAT","GDP at market prices (current US$)",2008,115270054945.05495
"Romania","ROU","GDP at market prices (current US$)",2008,208181587200.76221
"Russian Federation","RUS","GDP at market prices (current US$)",2008,1660846387624.7842
"Rwanda","RWA","GDP at market prices (current US$)",2008,4796573531.2162209
"South Asia","SAS","GDP at market prices (current US$)",2008,1552632048541.7825
"Saudi Arabia","SAU","GDP at market prices (current US$)",2008,519796800000
"Sudan","SDN","GDP at market prices (current US$)",2008,54526580231.5568
"Senegal","SEN","GDP at market prices (current US$)",2008,13386345214.538551
"Singapore","SGP","GDP at market prices (current US$)",2008,192225881687.7518
"Solomon Islands","SLB","GDP at market prices (current US$)",2008,608292551.49952459
"Sierra Leone","SLE","GDP at market prices (current US$)",2008,2505458705.0333843
"El Salvador","SLV","GDP at market prices (current US$)",2008,21431000000
"San Marino","SMR","GDP at market prices (current US$)",2008,1899879955.4833226
"Serbia","SRB","GDP at market prices (current US$)",2008,49259526052.742561
"Sub-Saharan Africa (developing only)","SSA","GDP at market prices (current US$)",2008,1032486957899.6255
"South Sudan","SSD","GDP at market prices (current US$)",2008,15550136278.869602
"Sub-Saharan Africa (all income levels)","SSF","GDP at market prices (current US$)",2008,1049509664538.3887
"Small states","SST","GDP at market prices (current US$)",2008,153083872291.07394
"Sao Tome and Principe","STP","GDP at market prices (current US$)",2008,189595284.42234924
"Suriname","SUR","GDP at market prices (current US$)",2008,3532969034.6083789
"Slovak Republic","SVK","GDP at market prices (current US$)",2008,100076967921.4882
"Slovenia","SVN","GDP at market prices (current US$)",2008,55589849128.460526
"Sweden","SWE","GDP at market prices (current US$)",2008,513965650650.11908
"Swaziland","SWZ","GDP at market prices (current US$)",2008,3019779208.8316464
"Seychelles","SYC","GDP at market prices (current US$)",2008,967216406.54739249
"Chad","TCD","GDP at market prices (current US$)",2008,10351933631.718803
"Togo","TGO","GDP at market prices (current US$)",2008,3163416242.05877
"Thailand","THA","GDP at market prices (current US$)",2008,291383081231.82031
"Tajikistan","TJK","GDP at market prices (current US$)",2008,5161298559.3424129
"Turkmenistan","TKM","GDP at market prices (current US$)",2008,19271523178.807945
"Timor-Leste","TLS","GDP at market prices (current US$)",2008,694000000
"Tonga","TON","GDP at market prices (current US$)",2008,340041546.54036248
"Trinidad and Tobago","TTO","GDP at market prices (current US$)",2008,27870226094.69902
"Tunisia","TUN","GDP at market prices (current US$)",2008,44856586316.045784
"Turkey","TUR","GDP at market prices (current US$)",2008,730337495735.68958
"Tuvalu","TUV","GDP at market prices (current US$)",2008,30290219.761784945
"Tanzania","TZA","GDP at market prices (current US$)",2008,27368386358.131012
"Uganda","UGA","GDP at market prices (current US$)",2008,14239026629.639013
"Ukraine","UKR","GDP at market prices (current US$)",2008,179992405832.32077
"Upper middle income","UMC","GDP at market prices (current US$)",2008,11175670569102.893
"Uruguay","URY","GDP at market prices (current US$)",2008,30366213119.292767
"United States","USA","GDP at market prices (current US$)",2008,14718582000000
"Uzbekistan","UZB","GDP at market prices (current US$)",2008,27934030937.215652
"St. Vincent and the Grenadines","VCT","GDP at market prices (current US$)",2008,695428835.92592585
"Venezuela, RB","VEN","GDP at market prices (current US$)",2008,315600203539.823
"Vietnam","VNM","GDP at market prices (current US$)",2008,99130304099.127426
"Vanuatu","VUT","GDP at market prices (current US$)",2008,607958616.14341462
"West Bank and Gaza","PSE","GDP at market prices (current US$)",2008,6673500000
"World","WLD","GDP at market prices (current US$)",2008,63072821789571.086
"Samoa","WSM","GDP at market prices (current US$)",2008,619260721.57930565
"Yemen, Rep.","YEM","GDP at market prices (current US$)",2008,30397203368.97253
"South Africa","ZAF","GDP at market prices (current US$)",2008,286769850239.67462
"Congo, Dem. Rep.","COD","GDP at market prices (current US$)",2008,19206060270.252144
"Zambia","ZMB","GDP at market prices (current US$)",2008,17910858637.904797
"Zimbabwe","ZWE","GDP at market prices (current US$)",2008,4415702800
"Aruba","ABW","GDP at market prices (current US$)",2009,2498932960.8938546
"Andorra","AND","GDP at market prices (current US$)",2009,3649863492.5242624
"Afghanistan","AFG","GDP at market prices (current US$)",2009,12486943505.738142
"Angola","AGO","GDP at market prices (current US$)",2009,73157893409.909714
"Albania","ALB","GDP at market prices (current US$)",2009,12044212903.554081
"Arab World","ARB","GDP at market prices (current US$)",2009,1795604290775.9387
"United Arab Emirates","ARE","GDP at market prices (current US$)",2009,253547358747.4473
"Argentina","ARG","GDP at market prices (current US$)",2009,376627876887.77411
"Armenia","ARM","GDP at market prices (current US$)",2009,8647936747.98704
"Antigua and Barbuda","ATG","GDP at market prices (current US$)",2009,1206410370.3703704
"Australia","AUS","GDP at market prices (current US$)",2009,926563834486.8208
"Austria","AUT","GDP at market prices (current US$)",2009,397594276187.82996
"Azerbaijan","AZE","GDP at market prices (current US$)",2009,44291490420.502617
"Burundi","BDI","GDP at market prices (current US$)",2009,1739781488.7457049
"Belgium","BEL","GDP at market prices (current US$)",2009,484552653514.86523
"Benin","BEN","GDP at market prices (current US$)",2009,7097198711.6102266
"Burkina Faso","BFA","GDP at market prices (current US$)",2009,8369175126.25316
"Bangladesh","BGD","GDP at market prices (current US$)",2009,102477791472.39047
"Bulgaria","BGR","GDP at market prices (current US$)",2009,51783454183.550148
"Bahrain","BHR","GDP at market prices (current US$)",2009,22938218085.106384
"Bahamas, The","BHS","GDP at market prices (current US$)",2009,7820420000.000001
"Bosnia and Herzegovina","BIH","GDP at market prices (current US$)",2009,17600632147.169544
"Belarus","BLR","GDP at market prices (current US$)",2009,49208656976.038956
"Belize","BLZ","GDP at market prices (current US$)",2009,1336957250
"Bermuda","BMU","GDP at market prices (current US$)",2009,5806378000
"Bolivia","BOL","GDP at market prices (current US$)",2009,17339992165.242165
"Brazil","BRA","GDP at market prices (current US$)",2009,1667020106031.8096
"Barbados","BRB","GDP at market prices (current US$)",2009,4602000000
"Brunei Darussalam","BRN","GDP at market prices (current US$)",2009,10732366286.264265
"Bhutan","BTN","GDP at market prices (current US$)",2009,1264758197.9659252
