Country Name,Country Code,GDP Type,Year,GDP Value
"Peru","PER","GDP per capita (current US$)",1971,588.84783587399
"Philippines","PHL","GDP per capita (current US$)",1971,201.033488296287
"Papua New Guinea","PNG","GDP per capita (current US$)",1971,286.733884213524
"Puerto Rico","PRI","GDP per capita (current US$)",1971,2044.31990558216
"Portugal","PRT","GDP per capita (current US$)",1971,1064.64277421658
"Paraguay","PRY","GDP per capita (current US$)",1971,240.221698705165
"Pacific island small states","PSS","GDP per capita (current US$)",1971,366.864113770402
"French Polynesia","PYF","GDP per capita (current US$)",1971,2594.79399946872
"Qatar","QAT","GDP per capita (current US$)",1971,3251.26270406845
"Rwanda","RWA","GDP per capita (current US$)",1971,57.6351136944406
"South Asia","SAS","GDP per capita (current US$)",1971,126.287512996103
"Saudi Arabia","SAU","GDP per capita (current US$)",1971,1178.59718115095
"Sudan","SDN","GDP per capita (current US$)",1971,159.997653602357
"Senegal","SEN","GDP per capita (current US$)",1971,243.330076332524
"Singapore","SGP","GDP per capita (current US$)",1971,1070.8170616846
"Solomon Islands","SLB","GDP per capita (current US$)",1971,301.15924543894
"Sierra Leone","SLE","GDP per capita (current US$)",1971,163.989307779716
"El Salvador","SLV","GDP per capita (current US$)",1971,315.017427784382
"Sub-Saharan Africa (developing only)","SSA","GDP per capita (current US$)",1971,216.92816861132
"Sub-Saharan Africa (all income levels)","SSF","GDP per capita (current US$)",1971,216.866301335863
"Small states","SST","GDP per capita (current US$)",1971,454.968374335388
"Suriname","SUR","GDP per capita (current US$)",1971,726.345140746983
"Sweden","SWE","GDP per capita (current US$)",1971,5060.34273918223
"Swaziland","SWZ","GDP per capita (current US$)",1971,297.486426118784
"Seychelles","SYC","GDP per capita (current US$)",1971,400.582688455921
"Syrian Arab Republic","SYR","GDP per capita (current US$)",1971,392.439469642472
"Chad","TCD","GDP per capita (current US$)",1971,134.643224311998
"Togo","TGO","GDP per capita (current US$)",1971,131.098816359822
"Thailand","THA","GDP per capita (current US$)",1971,194.258253490374
"Trinidad and Tobago","TTO","GDP per capita (current US$)",1971,937.680012343098
"Tunisia","TUN","GDP per capita (current US$)",1971,323.560440917244
"Turkey","TUR","GDP per capita (current US$)",1971,456.543021144154
"Uganda","UGA","GDP per capita (current US$)",1971,145.796140591976
"Upper middle income","UMC","GDP per capita (current US$)",1971,219.806214054586
"Uruguay","URY","GDP per capita (current US$)",1971,996.093014725042
"United States","USA","GDP per capita (current US$)",1971,5623.44397840712
"St. Vincent and the Grenadines","VCT","GDP per capita (current US$)",1971,219.287490279181
"Venezuela, RB","VEN","GDP per capita (current US$)",1971,1212.24633524947
"Virgin Islands (U.S.)","VIR","GDP per capita (current US$)",1971,3619.71830985915
"World","WLD","GDP per capita (current US$)",1971,866.750273216254
"South Africa","ZAF","GDP per capita (current US$)",1971,874.470188163256
"Congo, Dem. Rep.","COD","GDP per capita (current US$)",1971,272.078011521205
"Zambia","ZMB","GDP per capita (current US$)",1971,381.72675544623
"Zimbabwe","ZWE","GDP per capita (current US$)",1971,404.564148386491
"Andorra","AND","GDP per capita (current US$)",1975,7168.39965347532
"Afghanistan","AFG","GDP per capita (current US$)",1975,188.085136087016
"Arab World","ARB","GDP per capita (current US$)",1975,824.532393627805
"United Arab Emirates","ARE","GDP per capita (current US$)",1975,27708.7195506655
"Argentina","ARG","GDP per capita (current US$)",1975,2011.68904032488
"Australia","AUS","GDP per capita (current US$)",1975,6987.82099458003
"Austria","AUT","GDP per capita (current US$)",1975,5272.88768233537
"Burundi","BDI","GDP per capita (current US$)",1975,114.492166738147
"Belgium","BEL","GDP per capita (current US$)",1975,6737.25461869561
"Benin","BEN","GDP per capita (current US$)",1975,207.440589741964
"Burkina Faso","BFA","GDP per capita (current US$)",1975,152.728145424561
"Bangladesh","BGD","GDP per capita (current US$)",1975,272.970178520067
"Bahamas, The","BHS","GDP per capita (current US$)",1975,3156.46805942334
"Belize","BLZ","GDP per capita (current US$)",1975,885.977908578144
"Bermuda","BMU","GDP per capita (current US$)",1975,6509.43396226415
"Bolivia","BOL","GDP per capita (current US$)",1975,480.05057258457
"Brazil","BRA","GDP per capita (current US$)",1975,1140.90114959711
"Brunei Darussalam","BRN","GDP per capita (current US$)",1975,7265.61922434297
"Botswana","BWA","GDP per capita (current US$)",1975,432.063486051192
"Central African Republic","CAF","GDP per capita (current US$)",1975,187.698997393673
"Canada","CAN","GDP per capita (current US$)",1975,7478.53591075926
"Chile","CHL","GDP per capita (current US$)",1975,693.480586372152
"China","CHN","GDP per capita (current US$)",1975,175.865748096275
"Cote d'Ivoire","CIV","GDP per capita (current US$)",1975,589.404536675217
"Cameroon","CMR","GDP per capita (current US$)",1975,355.646111351007
"Congo, Rep.","COG","GDP per capita (current US$)",1975,492.867978547128
"Colombia","COL","GDP per capita (current US$)",1975,529.088754841809
"Costa Rica","CRI","GDP per capita (current US$)",1975,934.897581018259
"Caribbean small states","CSS","GDP per capita (current US$)",1975,1514.11364462087
"Cuba","CUB","GDP per capita (current US$)",1975,1380.25016328845
"Cyprus","CYP","GDP per capita (current US$)",1975,976.329823840583
"Germany","DEU","GDP per capita (current US$)",1975,6212.76312670789
"Denmark","DNK","GDP per capita (current US$)",1975,7954.97416200709
"Dominican Republic","DOM","GDP per capita (current US$)",1975,698.902180105609
"Algeria","DZA","GDP per capita (current US$)",1975,931.105585284599
"East Asia & Pacific (developing only)","EAP","GDP per capita (current US$)",1975,196.571703515916
"East Asia & Pacific (all income levels)","EAS","GDP per capita (current US$)",1975,641.813049794216
"Europe & Central Asia (all income levels)","ECS","GDP per capita (current US$)",1975,2975.12368945516
"Ecuador","ECU","GDP per capita (current US$)",1975,1106.51816161046
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)",1975,296.133082298723
"Euro area","EMU","GDP per capita (current US$)",1975,5065.26677182381
"Spain","ESP","GDP per capita (current US$)",1975,3221.58639571399
"European Union","EUU","GDP per capita (current US$)",1975,4237.67576865906
"Finland","FIN","GDP per capita (current US$)",1975,6260.19127850933
"Fiji","FJI","GDP per capita (current US$)",1975,1186.74605407767
"France","FRA","GDP per capita (current US$)",1975,6672.51138816429
"Gabon","GAB","GDP per capita (current US$)",1975,3320.80936005738
"United Kingdom","GBR","GDP per capita (current US$)",1975,4299.74561799284
"Ghana","GHA","GDP per capita (current US$)",1975,285.829466570477
"Gambia, The","GMB","GDP per capita (current US$)",1975,221.049997359076
"Guinea-Bissau","GNB","GDP per capita (current US$)",1975,139.997765085618
"Equatorial Guinea","GNQ","GDP per capita (current US$)",1975,437.775534706334
"Greece","GRC","GDP per capita (current US$)",1975,3153.23530574717
"Greenland","GRL","GDP per capita (current US$)",1975,4257.91257432112
"Guatemala","GTM","GDP per capita (current US$)",1975,584.469641772482
"Guyana","GUY","GDP per capita (current US$)",1975,668.486499675632
"High income","HIC","GDP per capita (current US$)",1975,4574.38387032593
"Hong Kong SAR, China","HKG","GDP per capita (current US$)",1975,2252.11188136859
"Honduras","HND","GDP per capita (current US$)",1975,361.678199717801
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita (current US$)",1975,263.97309767781
"Indonesia","IDN","GDP per capita (current US$)",1975,245.922125921024
"India","IND","GDP per capita (current US$)",1975,161.169257757703
"Ireland","IRL","GDP per capita (current US$)",1975,2976.74057217666
"Iran, Islamic Rep.","IRN","GDP per capita (current US$)",1975,1581.89257932618
"Iraq","IRQ","GDP per capita (current US$)",1975,1151.81812298976
"Iceland","ISL","GDP per capita (current US$)",1975,6506.8667729308
"Israel","ISR","GDP per capita (current US$)",1975,3570.76317211873
"Italy","ITA","GDP per capita (current US$)",1975,4094.93815495881
"Jamaica","JAM","GDP per capita (current US$)",1975,1420.9850002365
"Jordan","JOR","GDP per capita (current US$)",1975,753.079280537874
"Japan","JPN","GDP per capita (current US$)",1975,4581.57438948162
"Kenya","KEN","GDP per capita (current US$)",1975,241.679274139737
"Kiribati","KIR","GDP per capita (current US$)",1975,998.419710195089
"St. Kitts and Nevis","KNA","GDP per capita (current US$)",1975,753.513124497696
"Korea, Rep.","KOR","GDP per capita (current US$)",1975,646.174948535129
"Kuwait","KWT","GDP per capita (current US$)",1975,11437.3671361501
"Latin America & Caribbean (developing only)","LAC","GDP per capita (current US$)",1975,1070.40104713811
"Liberia","LBR","GDP per capita (current US$)",1975,354.617119882897
"Latin America & Caribbean (all income levels)","LCN","GDP per capita (current US$)",1975,1213.49094518866
"Liechtenstein","LIE","GDP per capita (current US$)",1975,10513.7217889362
"Sri Lanka","LKA","GDP per capita (current US$)",1975,280.920135262776
"Lower middle income","LMC","GDP per capita (current US$)",1975,243.394555417071
"Low & middle income","LMY","GDP per capita (current US$)",1975,330.878621292367
"Lesotho","LSO","GDP per capita (current US$)",1975,130.155613451267
"Luxembourg","LUX","GDP per capita (current US$)",1975,9097.81391537781
"Morocco","MAR","GDP per capita (current US$)",1975,501.117661081851
"Monaco","MCO","GDP per capita (current US$)",1975,28249.7914457976
"Madagascar","MDG","GDP per capita (current US$)",1975,301.362521697279
"Middle East & North Africa (all income levels)","MEA","GDP per capita (current US$)",1975,960.483926011697
"Mexico","MEX","GDP per capita (current US$)",1975,1445.71241045779
"Middle income","MIC","GDP per capita (current US$)",1975,342.038182020205
"Mali","MLI","GDP per capita (current US$)",1975,128.151071299237
"Malta","MLT","GDP per capita (current US$)",1975,1560.10509658262
"Mauritania","MRT","GDP per capita (current US$)",1975,358.185573235672
"Malawi","MWI","GDP per capita (current US$)",1975,115.854560702798
"Malaysia","MYS","GDP per capita (current US$)",1975,755.276632455083
"North America","NAC","GDP per capita (current US$)",1975,7786.64217172576
"New Caledonia","NCL","GDP per capita (current US$)",1975,6163.38011948249
"Niger","NER","GDP per capita (current US$)",1975,202.801208722789
"Nigeria","NGA","GDP per capita (current US$)",1975,437.012086706041
"Nicaragua","NIC","GDP per capita (current US$)",1975,565.513932109328
"Netherlands","NLD","GDP per capita (current US$)",1975,7241.88606836983
"High income: nonOECD","NOC","GDP per capita (current US$)",1975,1784.19045299375
"Norway","NOR","GDP per capita (current US$)",1975,8204.45151152979
"Nepal","NPL","GDP per capita (current US$)",1975,118.360372856253
"New Zealand","NZL","GDP per capita (current US$)",1975,4171.741825304
"High income: OECD","OEC","GDP per capita (current US$)",1975,5370.99179846186
"OECD members","OED","GDP per capita (current US$)",1975,4941.14615701216
"Oman","OMN","GDP per capita (current US$)",1975,2377.0913417916
"Pakistan","PAK","GDP per capita (current US$)",1975,169.782103389038
"Panama","PAN","GDP per capita (current US$)",1975,1057.06658293257
"Peru","PER","GDP per capita (current US$)",1975,1077.7066064722
"Philippines","PHL","GDP per capita (current US$)",1975,360.671334114061
"Papua New Guinea","PNG","GDP per capita (current US$)",1975,482.825582610339
"Puerto Rico","PRI","GDP per capita (current US$)",1975,2738.24315297261
"Portugal","PRT","GDP per capita (current US$)",1975,2127.84700902697
"Paraguay","PRY","GDP per capita (current US$)",1975,484.380810062259
"Pacific island small states","PSS","GDP per capita (current US$)",1975,877.211507051701
"French Polynesia","PYF","GDP per capita (current US$)",1975,5284.98729060238
"Qatar","QAT","GDP per capita (current US$)",1975,15290.8058189969
"Rwanda","RWA","GDP per capita (current US$)",1975,131.186447822471
"South Asia","SAS","GDP per capita (current US$)",1975,171.904835442042
"Saudi Arabia","SAU","GDP per capita (current US$)",1975,6296.30173840457
"Sudan","SDN","GDP per capita (current US$)",1975,297.847742433529
"Senegal","SEN","GDP per capita (current US$)",1975,456.229108712308
"Singapore","SGP","GDP per capita (current US$)",1975,2489.81517055462
"Solomon Islands","SLB","GDP per capita (current US$)",1975,385.723720081452
"Sierra Leone","SLE","GDP per capita (current US$)",1975,245.609914522813
"El Salvador","SLV","GDP per capita (current US$)",1975,454.275766873015
"Sub-Saharan Africa (developing only)","SSA","GDP per capita (current US$)",1975,404.442826665961
"Sub-Saharan Africa (all income levels)","SSF","GDP per capita (current US$)",1975,404.328969255376
"Small states","SST","GDP per capita (current US$)",1975,961.549939503623
"Suriname","SUR","GDP per capita (current US$)",1975,1282.22450786017
"Sweden","SWE","GDP per capita (current US$)",1975,9974.65732087962
"Swaziland","SWZ","GDP per capita (current US$)",1975,557.532167678686
"Seychelles","SYC","GDP per capita (current US$)",1975,802.066207315944
"Syrian Arab Republic","SYR","GDP per capita (current US$)",1975,902.562237811316
"Chad","TCD","GDP per capita (current US$)",1975,211.453198742307
"Togo","TGO","GDP per capita (current US$)",1975,256.102674943976
"Thailand","THA","GDP per capita (current US$)",1975,351.548043239043
"Tonga","TON","GDP per capita (current US$)",1975,367.943922488827
"Trinidad and Tobago","TTO","GDP per capita (current US$)",1975,2414.92725514143
"Tunisia","TUN","GDP per capita (current US$)",1975,771.508341383465
"Turkey","TUR","GDP per capita (current US$)",1975,1139.0323256137
"Uganda","UGA","GDP per capita (current US$)",1975,217.931105795423
"Upper middle income","UMC","GDP per capita (current US$)",1975,433.943521726931
"Uruguay","URY","GDP per capita (current US$)",1975,1250.2008083174
"United States","USA","GDP per capita (current US$)",1975,7820.06547114686
"St. Vincent and the Grenadines","VCT","GDP per capita (current US$)",1975,347.618173649672
"Venezuela, RB","VEN","GDP per capita (current US$)",1975,2351.11087434101
"Virgin Islands (U.S.)","VIR","GDP per capita (current US$)",1975,4253.1914893617
"World","WLD","GDP per capita (current US$)",1975,1447.11828821765
"South Africa","ZAF","GDP per capita (current US$)",1975,1494.17417007522
"Congo, Dem. Rep.","COD","GDP per capita (current US$)",1975,447.001145232562
"Zambia","ZMB","GDP per capita (current US$)",1975,490.199439605965
"Zimbabwe","ZWE","GDP per capita (current US$)",1975,708.444003549918
"Andorra","AND","GDP per capita (current US$)",1976,7151.57048148726
"Afghanistan","AFG","GDP per capita (current US$)",1976,199.164809324072
"Arab World","ARB","GDP per capita (current US$)",1976,995.024435558793
"United Arab Emirates","ARE","GDP per capita (current US$)",1976,30886.5717699381
"Argentina","ARG","GDP per capita (current US$)",1976,1932.59070908312
"Australia","AUS","GDP per capita (current US$)",1976,7469.20319070347
"Austria","AUT","GDP per capita (current US$)",1976,5664.70742187183
"Burundi","BDI","GDP per capita (current US$)",1976,119.746103187866
"Belgium","BEL","GDP per capita (current US$)",1976,7281.82462124151
"Benin","BEN","GDP per capita (current US$)",1976,208.760440107976
"Burkina Faso","BFA","GDP per capita (current US$)",1976,155.648936556057
"Bangladesh","BGD","GDP per capita (current US$)",1976,138.723224411752
"Bahamas, The","BHS","GDP per capita (current US$)",1976,3328.58142609056
"Belize","BLZ","GDP per capita (current US$)",1976,717.050788172437
"Bermuda","BMU","GDP per capita (current US$)",1976,7261.27819548872
"Bolivia","BOL","GDP per capita (current US$)",1976,533.627553480942
"Brazil","BRA","GDP per capita (current US$)",1976,1374.53575801322
"Brunei Darussalam","BRN","GDP per capita (current US$)",1976,8506.9095882165
"Botswana","BWA","GDP per capita (current US$)",1976,435.697999009325
"Central African Republic","CAF","GDP per capita (current US$)",1976,218.841174420309
"Canada","CAN","GDP per capita (current US$)",1976,8770.34698035444
"Chile","CHL","GDP per capita (current US$)",1976,931.342320352737
"China","CHN","GDP per capita (current US$)",1976,162.920523447144
"Cote d'Ivoire","CIV","GDP per capita (current US$)",1976,674.067416320034
"Cameroon","CMR","GDP per capita (current US$)",1976,386.530891868812
"Congo, Rep.","COG","GDP per capita (current US$)",1976,470.579988691968
"Colombia","COL","GDP per capita (current US$)",1976,605.818981283794
"Costa Rica","CRI","GDP per capita (current US$)",1976,1121.34068442498
"Caribbean small states","CSS","GDP per capita (current US$)",1976,1536.52468514617
"Cuba","CUB","GDP per capita (current US$)",1976,1444.80225123746
"Cyprus","CYP","GDP per capita (current US$)",1976,1157.41153282895
"Germany","DEU","GDP per capita (current US$)",1976,6609.75339228261
"Denmark","DNK","GDP per capita (current US$)",1976,8753.24976310324
"Dominican Republic","DOM","GDP per capita (current US$)",1976,748.268164591731
"Algeria","DZA","GDP per capita (current US$)",1976,1031.30337391785
"East Asia & Pacific (developing only)","EAP","GDP per capita (current US$)",1976,196.321970066498
"East Asia & Pacific (all income levels)","EAS","GDP per capita (current US$)",1976,694.299873623694
"Europe & Central Asia (all income levels)","ECS","GDP per capita (current US$)",1976,3070.21097490945
"Ecuador","ECU","GDP per capita (current US$)",1976,1266.39072502235
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)",1976,338.423397443607
"Euro area","EMU","GDP per capita (current US$)",1976,5261.49544752591
"Spain","ESP","GDP per capita (current US$)",1976,3288.45739531819
"European Union","EUU","GDP per capita (current US$)",1976,4368.2140387558
"Finland","FIN","GDP per capita (current US$)",1976,6744.69698199575
"Fiji","FJI","GDP per capita (current US$)",1976,1182.1705902898
"France","FRA","GDP per capita (current US$)",1976,6846.35219681131
"Gabon","GAB","GDP per capita (current US$)",1976,4533.78705840413
"United Kingdom","GBR","GDP per capita (current US$)",1976,4138.16778761535
"Ghana","GHA","GDP per capita (current US$)",1976,275.877922947673
"Gambia, The","GMB","GDP per capita (current US$)",1976,209.149116591679
"Guinea-Bissau","GNB","GDP per capita (current US$)",1976,141.909478916911
"Equatorial Guinea","GNQ","GDP per capita (current US$)",1976,453.641718658371
"Greece","GRC","GDP per capita (current US$)",1976,3390.54548359296
"Greenland","GRL","GDP per capita (current US$)",1976,4844.65625100608
"Guatemala","GTM","GDP per capita (current US$)",1976,681.223540030796
"Guyana","GUY","GDP per capita (current US$)",1976,605.106736546082
"High income","HIC","GDP per capita (current US$)",1976,4938.45156081844
"Hong Kong SAR, China","HKG","GDP per capita (current US$)",1976,2850.0146101832
"Honduras","HND","GDP per capita (current US$)",1976,420.608162606872
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita (current US$)",1976,273.552913234323
"Indonesia","IDN","GDP per capita (current US$)",1976,293.474149429928
"India","IND","GDP per capita (current US$)",1976,164.289441861537
"Ireland","IRL","GDP per capita (current US$)",1976,2922.86327921683
"Iran, Islamic Rep.","IRN","GDP per capita (current US$)",1976,2017.09670108926
"Iraq","IRQ","GDP per capita (current US$)",1976,1471.20804735784
"Iceland","ISL","GDP per capita (current US$)",1976,7645.18208979425
"Israel","ISR","GDP per capita (current US$)",1976,3531.26173736583
"Italy","ITA","GDP per capita (current US$)",1976,4021.26057494225
"Jamaica","JAM","GDP per capita (current US$)",1976,1455.57227459954
"Jordan","JOR","GDP per capita (current US$)",1976,910.753141440556
"Japan","JPN","GDP per capita (current US$)",1976,5111.29514922063
"Kenya","KEN","GDP per capita (current US$)",1976,248.252989898807
"Kiribati","KIR","GDP per capita (current US$)",1976,734.362584846275
"St. Kitts and Nevis","KNA","GDP per capita (current US$)",1976,681.79063442296
"Korea, Rep.","KOR","GDP per capita (current US$)",1976,874.639813041822
"Kuwait","KWT","GDP per capita (current US$)",1976,11772.916190558
"Latin America & Caribbean (developing only)","LAC","GDP per capita (current US$)",1976,1178.43347947399
"Liberia","LBR","GDP per capita (current US$)",1976,356.008355528826
"Latin America & Caribbean (all income levels)","LCN","GDP per capita (current US$)",1976,1318.24693491344
"Liechtenstein","LIE","GDP per capita (current US$)",1976,11388.83795473
"Sri Lanka","LKA","GDP per capita (current US$)",1976,261.815255326436
"Lower middle income","LMC","GDP per capita (current US$)",1976,257.586269432793
"Low & middle income","LMY","GDP per capita (current US$)",1976,352.013806317394
"Lesotho","LSO","GDP per capita (current US$)",1976,125.345693954665
"Luxembourg","LUX","GDP per capita (current US$)",1976,9923.16985323141
"Morocco","MAR","GDP per capita (current US$)",1976,522.363950098123
"Monaco","MCO","GDP per capita (current US$)",1976,28813.1308308869
"Madagascar","MDG","GDP per capita (current US$)",1976,279.736453791582
"Middle East & North Africa (all income levels)","MEA","GDP per capita (current US$)",1976,1164.91333703384
"Mexico","MEX","GDP per capita (current US$)",1976,1421.65110800311
"Middle income","MIC","GDP per capita (current US$)",1976,365.054880012829
"Mali","MLI","GDP per capita (current US$)",1976,142.37593921403
"Malta","MLT","GDP per capita (current US$)",1976,1726.55913452495
"Mauritania","MRT","GDP per capita (current US$)",1976,383.440036808362
"Mauritius","MUS","GDP per capita (current US$)",1976,779.904212163145
"Malawi","MWI","GDP per capita (current US$)",1976,122.883416537588
"Malaysia","MYS","GDP per capita (current US$)",1976,877.018136848888
"North America","NAC","GDP per capita (current US$)",1976,8626.57630592251
"New Caledonia","NCL","GDP per capita (current US$)",1976,5957.54111677189
"Niger","NER","GDP per capita (current US$)",1976,200.064613524691
"Nigeria","NGA","GDP per capita (current US$)",1976,554.95279575096
"Nicaragua","NIC","GDP per capita (current US$)",1976,636.893427035774
"Netherlands","NLD","GDP per capita (current US$)",1976,7824.53271086595
"High income: nonOECD","NOC","GDP per capita (current US$)",1976,2056.87145982388
"Norway","NOR","GDP per capita (current US$)",1976,8927.20162734477
"Nepal","NPL","GDP per capita (current US$)",1976,106.75469174284
"New Zealand","NZL","GDP per capita (current US$)",1976,4373.76817364763
"High income: OECD","OEC","GDP per capita (current US$)",1976,5785.19422601905
"OECD members","OED","GDP per capita (current US$)",1976,5307.4044618265
"Oman","OMN","GDP per capita (current US$)",1976,2760.52656119589
"Pakistan","PAK","GDP per capita (current US$)",1976,193.821299717055
"Panama","PAN","GDP per capita (current US$)",1976,1093.68953908518
"Peru","PER","GDP per capita (current US$)",1976,992.290303897594
"Philippines","PHL","GDP per capita (current US$)",1976,402.665564302846
"Papua New Guinea","PNG","GDP per capita (current US$)",1976,523.403799073614
"Puerto Rico","PRI","GDP per capita (current US$)",1976,2946.46195251152
"Portugal","PRT","GDP per capita (current US$)",1976,2173.49813044157
"Paraguay","PRY","GDP per capita (current US$)",1976,538.450495298788
"Pacific island small states","PSS","GDP per capita (current US$)",1976,861.834754660172
"French Polynesia","PYF","GDP per capita (current US$)",1976,5434.68783790557
"Qatar","QAT","GDP per capita (current US$)",1976,18901.4751797457
"Rwanda","RWA","GDP per capita (current US$)",1976,141.731897996568
"South Asia","SAS","GDP per capita (current US$)",1976,164.110078407061
"Saudi Arabia","SAU","GDP per capita (current US$)",1976,8158.47268076168
"Sudan","SDN","GDP per capita (current US$)",1976,359.467844577193
"Senegal","SEN","GDP per capita (current US$)",1976,450.50253098726
"Singapore","SGP","GDP per capita (current US$)",1976,2758.66456962643
"Solomon Islands","SLB","GDP per capita (current US$)",1976,414.166066459842
"Sierra Leone","SLE","GDP per capita (current US$)",1976,210.595435520068
"El Salvador","SLV","GDP per capita (current US$)",1976,549.225644902759
"Sub-Saharan Africa (developing only)","SSA","GDP per capita (current US$)",1976,427.967215678489
"Sub-Saharan Africa (all income levels)","SSF","GDP per capita (current US$)",1976,427.826581722328
"Small states","SST","GDP per capita (current US$)",1976,1031.92601224903
"Suriname","SUR","GDP per capita (current US$)",1976,1398.85103274225
"Sweden","SWE","GDP per capita (current US$)",1976,10715.0380863788
"Swaziland","SWZ","GDP per capita (current US$)",1976,511.09769225561797
"Seychelles","SYC","GDP per capita (current US$)",1976,811.791307772717
"Syrian Arab Republic","SYR","GDP per capita (current US$)",1976,975.828901176522
"Chad","TCD","GDP per capita (current US$)",1976,207.531855695772
"Togo","TGO","GDP per capita (current US$)",1976,251.323171408819
"Thailand","THA","GDP per capita (current US$)",1976,391.482909638222
"Tonga","TON","GDP per capita (current US$)",1976,336.51232339952
"Trinidad and Tobago","TTO","GDP per capita (current US$)",1976,2437.87704978137
"Tunisia","TUN","GDP per capita (current US$)",1976,785.070225246578
"Turkey","TUR","GDP per capita (current US$)",1976,1278.78415263139
"Uganda","UGA","GDP per capita (current US$)",1976,219.690313230827
"Upper middle income","UMC","GDP per capita (current US$)",1976,465.509372362416
"Uruguay","URY","GDP per capita (current US$)",1976,1290.6013865819
"United States","USA","GDP per capita (current US$)",1976,8611.40183915427
"St. Vincent and the Grenadines","VCT","GDP per capita (current US$)",1976,339.329670036156
"Venezuela, RB","VEN","GDP per capita (current US$)",1976,2640.0713884019
"Virgin Islands (U.S.)","VIR","GDP per capita (current US$)",1976,4583.33333333333
"World","WLD","GDP per capita (current US$)",1976,1547.13500048229
"South Africa","ZAF","GDP per capita (current US$)",1976,1403.89619607866
"Congo, Dem. Rep.","COD","GDP per capita (current US$)",1976,409.588304603573
"Zambia","ZMB","GDP per capita (current US$)",1976,531.503160112042
"Zimbabwe","ZWE","GDP per capita (current US$)",1976,677.502637294641
"Andorra","AND","GDP per capita (current US$)",1978,9127.60886938623
"Afghanistan","AFG","GDP per capita (current US$)",1978,249.573709822237
"Arab World","ARB","GDP per capita (current US$)",1978,1189.46780348713
"United Arab Emirates","ARE","GDP per capita (current US$)",1978,28735.8033334866
"Argentina","ARG","GDP per capita (current US$)",1978,2129.31371505249
"Antigua and Barbuda","ATG","GDP per capita (current US$)",1978,1061.66043900776
"Australia","AUS","GDP per capita (current US$)",1978,8233.59180395159
"Austria","AUT","GDP per capita (current US$)",1978,8185.70197122612
"Burundi","BDI","GDP per capita (current US$)",1978,155.754575464183
"Belgium","BEL","GDP per capita (current US$)",1978,10344.8569090958
"Benin","BEN","GDP per capita (current US$)",1978,263.631078080509
"Burkina Faso","BFA","GDP per capita (current US$)",1978,225.941557630784
"Bangladesh","BGD","GDP per capita (current US$)",1978,172.60620026139
"Bahamas, The","BHS","GDP per capita (current US$)",1978,4130.79186744148
"Belize","BLZ","GDP per capita (current US$)",1978,980.773105373744
"Bermuda","BMU","GDP per capita (current US$)",1978,8876.86567164179
"Bolivia","BOL","GDP per capita (current US$)",1978,702.42917985377
"Brazil","BRA","GDP per capita (current US$)",1978,1723.13723466659
"Brunei Darussalam","BRN","GDP per capita (current US$)",1978,10765.3193588604
"Botswana","BWA","GDP per capita (current US$)",1978,639.4499923211
"Central African Republic","CAF","GDP per capita (current US$)",1978,282.826656933036
"Canada","CAN","GDP per capita (current US$)",1978,9082.20853022503
"Chile","CHL","GDP per capita (current US$)",1978,1411.76852547546
"China","CHN","GDP per capita (current US$)",1978,155.184629765984
"Cote d'Ivoire","CIV","GDP per capita (current US$)",1978,1043.72359523882
"Cameroon","CMR","GDP per capita (current US$)",1978,523.388787551393
"Congo, Rep.","COG","GDP per capita (current US$)",1978,516.991171975125
"Colombia","COL","GDP per capita (current US$)",1978,877.796429592673
"Costa Rica","CRI","GDP per capita (current US$)",1978,1554.70920774648
"Caribbean small states","CSS","GDP per capita (current US$)",1978,1780.46817265826
"Cuba","CUB","GDP per capita (current US$)",1978,1837.50212966158
"Cyprus","CYP","GDP per capita (current US$)",1978,1929.39999059251
"Germany","DEU","GDP per capita (current US$)",1978,9446.16678520783
"Dominica","DMA","GDP per capita (current US$)",1978,608.445285801706
"Denmark","DNK","GDP per capita (current US$)",1978,11810.033036028
"Dominican Republic","DOM","GDP per capita (current US$)",1978,861.25782896066
"Algeria","DZA","GDP per capita (current US$)",1978,1447.61764343583
"East Asia & Pacific (developing only)","EAP","GDP per capita (current US$)",1978,214.326684836993
"East Asia & Pacific (all income levels)","EAS","GDP per capita (current US$)",1978,1013.14854130253
"Europe & Central Asia (all income levels)","ECS","GDP per capita (current US$)",1978,4189.5558116175
"Ecuador","ECU","GDP per capita (current US$)",1978,1574.56103737576
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)",1978,359.346139231733
"Euro area","EMU","GDP per capita (current US$)",1978,7266.04794812633
"Spain","ESP","GDP per capita (current US$)",1978,4343.71027217181
"European Union","EUU","GDP per capita (current US$)",1978,6011.22225101694
"Finland","FIN","GDP per capita (current US$)",1978,7634.48240766645
"Fiji","FJI","GDP per capita (current US$)",1978,1360.8635621092
"France","FRA","GDP per capita (current US$)",1978,9248.4416311044
"Gabon","GAB","GDP per capita (current US$)",1978,3439.41604871616
"United Kingdom","GBR","GDP per capita (current US$)",1978,5976.93816899991
"Ghana","GHA","GDP per capita (current US$)",1978,353.709180539066
"Gambia, The","GMB","GDP per capita (current US$)",1978,302.621204665312
